Topic Number,Score,Documents
119,0.011387900355871887,125840    127777    137159    181287    187505    193100    204012    230690    246522    250913    286825    293973    296624    321490    324658    389005    39251    394676    427144    479357    480531    495893    496385    503926    512603    522515    557100    58161    588087    624453    625562    632538    658367    661065    685770    708865    718939    740147    742933    743341    762944    786449    787326    791346    815577    839581    871495    877525
120,0.0035587188612099642,102230    128832    189935    203991    251760    308503    308897    352541    354262    361441    390571    437471    507497    737948    821424
121,0.002372479240806643,269321    310311    32420    392878    49049    526950    533174    676643    723515    734739
122,0.0099644128113879,168787    180937    187505    202044    209096    268344    27447    274853    278369    281578    324627    383335    399878    417332    42261    437369    455067    460862    472786    483878    486041    511382    543811    548043    59333    597589    607954    624610    633186    670269    682639    682842    693203    740281    807356    818801    836848    839935    840271    846042    865773    878055
123,0.021352313167259787,125840    127416    133892    138740    148469    150548    172796    187588    193788    204012    213742    217661    236726    258186    266926    267036    27119    276259    298113    306877    310695    315866    351476    351478    359325    381870    385414    399266    405496    406336    409231    415463    435648    441421    445720    446195    455407    455992    465918    473846    486301    486564    498250    502169    503879    516059    517012    522880    523324    525507    525627    530481    536783    557100    559893    563130    571192    577863    577908    592180    598044    606777    610507    624667    652750    654566    655466    663185    665119    669805    670155    67291    699122    720090    721410    72751    735898    73861    756147    791090    810885    822795    823204    825296    848400    85122    851845    865261    869066    875697
124,0.0007117437722419929,420566    58052    718033
125,0.012574139976275208,103283    148524    155864    175137    179772    180392    1808    190098    200585    260383    270511    280852    294000    327993    345570    35513    362892    388814    440614    488600    501482    501600    502359    56795    577650    581594    586200    599177    628275    637996    642960    655935    662689    679084    691048    692303    697964    71720    732338    735029    758319    779433    787025    798869    805590    806122    824459    83656    838204    847916    848113    876139    99166
126,0.0011862396204033216,248077    372028    473389    519419    604213
127,0.014709371293001186,102121    11892    133265    153115    167794    169876    170036    183708    19561    214490    225678    235453    245681    249956    250567    258505    260383    287060    288903    335231    365620    378386    407106    42531    428914    443855    455341    455992    460418    482703    485778    494691    498475    503460    50412    515326    516059    519910    52124    52893    541229    565691    574880    574977    57602    578124    592180    598044    598525    606777    624438    644878    669856    680058    698132    746916    810044    822795    827524    863512    869803    95414
128,0.0037959667852906285,154168    241800    247701    284327    315009    354962    36886    37410    49552    52124    584881    679970    722239    802541    92062    95312
