Topic Number,Score,Documents
111,0.0008841732979664014,72273
112,0.008841732979664015,108450    116154    127297    149098    167720    172243    50942    65806    80818    94659
113,0.0017683465959328027,135055    138923
114,0.0008841732979664014,171943
115,0.0,
116,0.002652519893899204,149917    182468    96340
117,0.0035366931918656055,116118    147281    147994    173598
118,0.0017683465959328027,164570    80314
119,0.07515473032714412,101119    101185    107337    107387    110600    111419    111674    11284    119388    119694    120215    122995    123405    124373    129884    130247    132240    132490    13252    137961    140553    142351    1487    152277    15255    154167    154961    155395    156507    157677    160172    160981    16359    164393    164749    165245    171810    173345    176566    177336    181515    183494    18383    184539    20070    20455    21666    24804    25742    27231    33118    33606    35489    35781    364    4043    44515    44943    44978    46352    48705    49300    50478    51570    58240    63618    69127    72536    74673    75965    76872    77233    78078    80921    81388    81517    82145    82628    87670    89575    8965    90411    9280    94954    96901
120,0.0035366931918656055,16339    81517    82628    94779
121,0.0008841732979664014,163273
122,0.0017683465959328027,27315    35781
123,0.0017683465959328027,108694    49928
124,0.0017683465959328027,11565    116068
125,0.00618921308576481,138041    164255    17160    190501    20272    78037    95754
126,0.0008841732979664014,9089
127,0.0008841732979664014,71983
128,0.0017683465959328027,30660    94828
129,0.0035366931918656055,11573    177297    181515    183952
130,0.0008841732979664014,41214
131,0.0008841732979664014,129301
132,0.022104332449160036,100894    105398    105845    111958    117127    119831    149191    1613    17295    176696    185833    33116    45765    46342    46352    55337    55418    55684    69929    72536    77510    78350    82254    98274    99384
133,0.004420866489832007,137551    138041    138923    18299    5530
134,0.00618921308576481,112661    119468    13243    141227    173642    19246    55072
135,0.0008841732979664014,51570
136,0.0008841732979664014,174533
137,0.0008841732979664014,136290
138,0.002652519893899204,165707    167968    177559
139,0.0008841732979664014,103841
140,0.0017683465959328027,122776    16090
141,0.0017683465959328027,167229    90343
142,0.0017683465959328027,190217    190228
143,0.002652519893899204,143971    144474    72864
144,0.00618921308576481,124351    156061    162313    170773    21911    25656    44515
145,0.0008841732979664014,159432
146,0.005305039787798408,169223    171505    185812    34086    51729    75965
147,0.002652519893899204,101896    47109    96769
148,0.0035366931918656055,134842    30525    36182    49300
149,0.0008841732979664014,76454
150,0.007957559681697613,125640    138510    15816    176063    177336    181515    23305    48965    78576
151,0.0008841732979664014,121258
152,0.00618921308576481,103820    112611    119141    30525    56259    81077    85982
153,0.0035366931918656055,103567    139404    51873    77080
154,0.002652519893899204,174102    36346    80179
155,0.008841732979664015,151022    171505    177798    185812    187316    19870    25352    37103    4043    62129
156,0.0017683465959328027,103608    159572
157,0.0035366931918656055,104047    157707    61526    72362
158,0.0017683465959328027,65079    96503
159,0.002652519893899204,123013    21768    44515
160,0.0017683465959328027,36135    55685
161,0.01237842617152962,115007    115147    131509    14874    151542    15504    156727    16090    166143    175802    20361    52428    63060    77641
162,0.0035366931918656055,138041    151367    182380    185469
163,0.002652519893899204,110654    11573    18383
164,0.004420866489832007,120981    156021    175698    190449    191267
165,0.0017683465959328027,114787    127248
166,0.0035366931918656055,119831    126552    30192    77291
167,0.007957559681697613,119468    133537    183494    191957    22611    34061    46440    78078    80921
168,0.0008841732979664014,157554
169,0.00618921308576481,114758    129284    141638    191267    56259    85982    86049
170,0.015030946065428824,100892    119924    123575    124773    136762    140090    154961    155891    156332    16818    177204    182141    189904    190004    51570    69959    97590
171,0.0008841732979664014,125425
172,0.0035366931918656055,105731    131474    134842    182468
173,0.002652519893899204,128256    175887    78570
174,0.004420866489832007,176019    48525    50723    76414    78037
175,0.005305039787798408,12444    165840    180494    22901    33161    61606
176,0.009725906277630416,100892    125275    140090    140461    142351    144667    156673    156750    169300    51570    93223
177,0.0017683465959328027,105845    143984
178,0.007957559681697613,11515    121236    1261    129296    157565    173789    181705    35078    72770
179,0.002652519893899204,134815    45983    59494
180,0.0008841732979664014,5473
181,0.004420866489832007,135140    135940    146393    189585    8614
182,0.0008841732979664014,50942
183,0.007073386383731211,102181    116119    140461    140496    147170    176172    181663    184984
184,0.002652519893899204,11487    34558    66330
185,0.04597701149425287,101585    105100    107337    114982    117765    119184    123013    124511    12534    128759    133637    140102    156061    159567    164749    166331    170773    171651    171810    172789    175419    23381    25656    26935    29363    31348    31368    31423    41215    41992    42068    44545    45095    50478    71466    72536    73552    77233    78037    78625    80097    82091    82374    83449    87670    93588    94699    95252    98259    98491    99111    99384
186,0.002652519893899204,34558    81875    87228
187,0.002652519893899204,105398    172915    56360
188,0.0008841732979664014,168767
189,0.004420866489832007,132096    134246    149003    56024    80921
190,0.0,
191,0.010610079575596816,101146    128759    165914    165917    17050    182312    18855    189904    48291    69091    73552    89557
192,0.0008841732979664014,142418
193,0.004420866489832007,138827    145895    364    86911    8940
194,0.002652519893899204,165566    182468    87228
195,0.0008841732979664014,191838
196,0.002652519893899204,175966    177330    180216
197,0.0008841732979664014,81485
198,0.004420866489832007,108450    11975    124373    138510    39783
199,0.008841732979664015,104047    118018    120896    151022    22679    32912    33654    36182    72362    9772
200,0.0,
201,0.0017683465959328027,58401    65429
202,0.002652519893899204,171943    21569    75308
203,0.022988505747126436,106698    108471    124716    127707    144903    147988    176063    182312    186596    190782    30070    35274    39896    43907    44449    50723    51610    53648    59937    78576    84645    87670    94160    94779    95754    96731
204,0.00618921308576481,100894    151129    179719    34034    39114    7464    80163
205,0.010610079575596816,106515    110782    119468    122995    135955    160868    173642    45717    53371    80097    94625    97850
206,0.002652519893899204,134246    78310    8351
207,0.0017683465959328027,145895    190315
208,0.004420866489832007,105031    21685    25359    9736    98902
209,0.002652519893899204,160641    32912    34073
210,0.0008841732979664014,78310
211,0.005305039787798408,102181    152634    176172    189656    55418    82732
212,0.01768346595932803,112732    122457    125290    130721    131502    141227    146571    149061    154961    156283    176019    176079    176566    177297    180494    182901    183808    44943    73850    77080
213,0.007957559681697613,108450    120599    1261    173789    182970    76599    76687    78570    96319
214,0.0035366931918656055,101119    135242    142224    15260
215,0.07073386383731212,101119    102385    103750    103801    104047    111247    114951    118958    120463    120833    121041    12346    124382    128261    128377    128845    129156    130247    131696    13243    132545    133266    133559    134740    138737    140158    146285    147181    149397    152966    153794    162644    163639    166740    17050    172807    173843    175350    177559    180216    182312    18344    18463    187254    187316    188974    190449    191223    21225    35078    37103    43509    49928    53648    53768    5435    57725    58823    5935    62129    62344    64113    64771    71144    71466    72770    75410    77510    77713    80163    80709    86254    86716    93437    94286    94349    97094    98244    98259    98491
216,0.00618921308576481,120599    153218    175178    190233    44841    45716    84774
217,0.030061892130857647,103567    105540    118844    124043    130071    132694    140102    141560    145306    151095    15260    158180    159432    163313    165840    166833    190004    190064    190217    190228    20070    28693    29522    30200    30660    30911    40612    47109    47171    60789    65079    84645    90723    94160
218,0.0008841732979664014,8351
219,0.0017683465959328027,34073    43099
220,0.0017683465959328027,43509    48965
221,0.0035366931918656055,148898    16339    187653    64113
222,0.0008841732979664014,166757
223,0.0035366931918656055,173828    190224    72421    91929
224,0.0017683465959328027,116711    40737
225,0.0035366931918656055,103567    167831    185678    94954
226,0.011494252873563218,101585    111247    118141    119924    122457    128000    134308    138737    188243    190233    29577    42185    9231
227,0.0017683465959328027,104958    15816
228,0.0017683465959328027,166336    29805
229,0.013262599469496022,106489    116119    146437    14933    165245    185469    27935    28416    34061    39282    71983    72553    78498    80921    87305
230,0.0017683465959328027,133266    187054
231,0.015030946065428824,111419    11565    120463    124113    1487    149782    158556    158871    172243    175887    184430    41215    48525    64771    73914    91035    91569
232,0.00618921308576481,121181    165940    166953    171008    177559    177834    41073
233,0.0008841732979664014,160553
234,0.007073386383731211,106195    123412    124773    125275    127248    133685    40368    52959
235,0.0008841732979664014,140439
236,0.0008841732979664014,47837
237,0.010610079575596816,117865    131772    169223    18103    189904    23381    31348    66045    80314    82091    82374    94699
238,0.0017683465959328027,115147    30565
239,0.0008841732979664014,72685
240,0.002652519893899204,3552    71278    77713
241,0.016799292661361626,100827    10153    119694    127313    134308    134349    136879    162644    163313    185678    23795    42840    5935    60552    76394    78576    82282    84355    94954
242,0.007957559681697613,149782    187054    25408    26935    54918    68991    71178    8821    89991
243,0.0008841732979664014,78350
244,0.00618921308576481,130843    163608    177330    190782    35869    59937    95530
245,0.0008841732979664014,68991
246,0.002652519893899204,19227    30192    87692
247,0.021220159151193633,103433    103689    112732    11515    11573    124321    131294    13365    134308    134740    142191    148898    161226    169300    177330    182447    184447    186778    189250    39783    51610    61393    75114    78576
248,0.0008841732979664014,41992
249,0.0008841732979664014,117127
250,0.01237842617152962,123846    125058    129884    132677    146393    155395    184539    21861    26942    29805    30070    39896    44449    45717
251,0.013262599469496022,105031    105540    106917    117127    127297    142191    160641    164393    172243    177369    22901    34509    47171    49300    82282
252,0.0017683465959328027,103820    14056
253,0.0008841732979664014,142099
254,0.0008841732979664014,109251
255,0.0008841732979664014,8351
256,0.0008841732979664014,82046
257,0.0008841732979664014,31348
258,0.0017683465959328027,162628    97590
259,0.0008841732979664014,138510
260,0.002652519893899204,111674    143088    160695
261,0.004420866489832007,146140    159572    191957    20506    86911
262,0.028293545534924844,101585    11284    11515    120599    121840    127248    128403    129156    148635    151129    159027    160043    164243    173345    174102    177204    19437    20455    28416    36135    45095    53099    55685    56259    65429    72553    81388    81485    89818    93588    94160    96340
263,0.005305039787798408,142191    14874    170602    30144    48352    60557
264,0.004420866489832007,161226    184539    188778    24428    36117
265,0.0008841732979664014,71178
266,0.004420866489832007,119694    131509    157677    173345    58215
267,0.0035366931918656055,116119    126552    98108    98244
268,0.005305039787798408,133559    152491    183494    21666    63674    98274
269,0.0017683465959328027,112938    78115
270,0.0017683465959328027,132677    146398
271,0.007073386383731211,106917    132240    134128    145895    173700    18299    31838    87670
272,0.0017683465959328027,25211    364
273,0.0008841732979664014,81092
274,0.0008841732979664014,56198
275,0.008841732979664015,101896    121236    140439    27749    47109    48777    54200    55495    78115    96769
276,0.0008841732979664014,189065
277,0.002652519893899204,149061    154167    17160
278,0.014146772767462422,103433    11158    124716    12534    136650    147829    160043    166336    189775    25464    39457    60552    78654    8822    97983    98274
279,0.004420866489832007,129884    165566    182380    57356    81388
280,0.005305039787798408,106489    111674    128173    151367    53768    87077
281,0.0017683465959328027,45717    81517
282,0.0017683465959328027,162313    6996
283,0.007073386383731211,119388    136762    149191    173447    45327    77428    90411    93437
284,0.0017683465959328027,119294    33456
285,0.002652519893899204,116068    45876    75965
286,0.0008841732979664014,190315
287,0.0008841732979664014,176136
288,0.014146772767462422,102142    105398    125425    128993    14056    172789    39896    45105    51729    52582    67995    72536    76872    8614    90354    99111
289,0.0017683465959328027,189775    73921
290,0.0008841732979664014,164635
291,0.0035366931918656055,121258    145627    172608    9772
292,0.0008841732979664014,71596
293,0.0017683465959328027,161226    165245
294,0.0017683465959328027,44943    55337
295,0.0035366931918656055,110600    120833    20455    31423
296,0.0035366931918656055,173843    191957    53099    59180
297,0.01856763925729443,10062    114922    118958    156283    159567    164749    171651    172390    186326    188020    25211    26935    29727    34586    42068    52005    75308    76414    77233    83894    97983
298,0.0017683465959328027,63674    86636
299,0.0008841732979664014,47579
300,0.0017683465959328027,185460    188020
301,0.004420866489832007,109251    185833    187138    42840    51729
302,0.0017683465959328027,135140    64377
303,0.005305039787798408,105031    132309    185502    20455    27935    71317
304,0.0008841732979664014,96340
305,0.0017683465959328027,135716    19748
306,0.0008841732979664014,189250
307,0.0008841732979664014,78498
308,0.014146772767462422,105523    110654    112661    11975    12444    124511    139128    156578    159572    165707    167968    186744    41073    5473    5935    93833
309,0.004420866489832007,134815    155745    186596    72362    98274
310,0.004420866489832007,135955    21666    24428    35489    97850
311,0.0008841732979664014,98491
312,0.0008841732979664014,102748
313,0.0035366931918656055,118521    128173    166336    69127
314,0.007073386383731211,124716    143737    143984    151664    169235    27935    81485    98244
315,0.002652519893899204,136650    177834    98491
316,0.014146772767462422,166953    188020    35335    35433    51134    59001    59063    91027    91785    93223    93536    93683    93833    94272    94455    97094
317,0.010610079575596816,111674    135407    141560    146140    151542    154442    160868    165661    185077    22611    86911    87626
318,0.002652519893899204,103276    118515    34558
319,0.0008841732979664014,146285
320,0.0017683465959328027,106917    5935
321,0.0017683465959328027,136879    51134
322,0.0017683465959328027,1487    39282
323,0.0017683465959328027,25683    9231
324,0.0008841732979664014,148898
325,0.0017683465959328027,111674    54089
326,0.002652519893899204,126531    25683    25695
327,0.00618921308576481,178213    185678    29307    41214    60557    78155    78570
328,0.0008841732979664014,124043
329,0.005305039787798408,108694    11487    134005    160464    181705    77346
330,0.01768346595932803,103024    108632    110654    130247    13252    136650    142431    147282    14933    160172    160695    161789    165917    27315    40612    51878    51999    73807    82628    90863
331,0.0035366931918656055,145306    51878    63060    87221
332,0.022104332449160036,10117    117548    122174    134005    140158    14167    153218    154531    160464    174408    174533    181705    18344    185440    190099    25352    25359    3552    45983    48777    58768    64117    81092    81797    98732
333,0.0008841732979664014,15756
334,0.0008841732979664014,93683
335,0.0017683465959328027,131772    51610
336,0.0017683465959328027,157554    68194
337,0.0017683465959328027,158180    59212
338,0.015915119363395226,100525    107922    131772    136290    140102    142609    153514    160159    162313    169235    171651    182141    187138    27083    45716    75999    86393    94659
339,0.004420866489832007,176566    182940    21848    30660    77291
340,0.0008841732979664014,138387
341,0.011494252873563218,104727    132677    140496    149003    149191    180491    185406    188974    20272    53768    59180    59935    90353
342,0.0008841732979664014,189585
343,0.004420866489832007,142351    156673    176079    45717    69232
344,0.01237842617152962,121218    123013    123846    149098    15255    159876    165457    188663    31348    31368    50705    56363    8854    96731
345,0.004420866489832007,126886    129284    151095    31108    83909
346,0.0008841732979664014,105384
347,0.002652519893899204,125058    142290    84774
348,0.0008841732979664014,139555
349,0.0017683465959328027,138827    73436
350,0.005305039787798408,103062    128077    146393    159148    21803    94659
351,0.0008841732979664014,131109
352,0.05570291777188329,105845    114922    120463    124373    124678    128000    128759    129264    134125    134229    142499    142609    145124    146393    148635    151763    151867    153794    154442    15827    158556    164570    169408    177194    182940    185833    19227    19455    19624    25464    25695    26942    27231    29829    30070    30340    33889    35274    35869    40599    40609    41674    43518    44545    45765    48352    50998    55684    60557    65806    73552    86254    8822    89557    8965    91500    91569    9174    93536    93833    97973    98108    98287
353,0.0017683465959328027,122457    151867
354,0.015915119363395226,117961    145895    149397    165092    165840    166953    173447    175887    177798    178213    189656    43518    69091    72904    87670    91027    9174    91785
355,0.08576480990274093,100529    100827    100863    103433    106698    107362    107655    107792    111959    11284    113007    114787    114922    117163    118958    123013    123575    124113    124351    124382    125290    12534    125640    128377    129264    133685    134740    135242    137961    138585    139982    140553    144903    145124    147282    147829    149098    160159    164243    165090    166331    169174    171651    172425    175419    176019    179444    180216    182447    184662    186596    191578    22769    23305    23501    24083    25742    29805    29829    31186    31838    33606    34509    34586    35182    40103    40833    41215    41618    41656    41992    43907    44449    44943    48581    50478    50998    53648    59937    60403    60552    69929    6996    73850    73914    74931    78037    80709    82091    82282    83446    87543    8965    91035    91494    97983    98259
356,0.0008841732979664014,101896
357,0.0017683465959328027,105731    105776
358,0.009725906277630416,143971    16090    187653    29386    46342    46352    47837    68067    89818    95186    97648
359,0.0008841732979664014,34334
360,0.005305039787798408,126503    165914    188663    20506    71144    77713
361,0.0017683465959328027,121840    61526
362,0.014146772767462422,113047    114787    11565    119184    124321    128256    130071    133559    152491    15756    37194    43509    49120    55418    77233    93588
363,0.007073386383731211,113007    117301    119947    135716    169174    185812    48352    7464
364,0.0035366931918656055,149057    166740    18453    29829
365,0.007073386383731211,124113    139128    156727    21848    82718    83449    93588    97648
366,0.0017683465959328027,120109    56024
367,0.0008841732979664014,125717
368,0.002652519893899204,103024    23501    83909
369,0.0035366931918656055,112938    144667    149057    166143
370,0.0008841732979664014,132096
371,0.0035366931918656055,106917    140553    91035    98108
372,0.007957559681697613,102385    105384    124716    142760    159673    180263    24973    37103    59735
373,0.0008841732979664014,112732
374,0.0008841732979664014,105776
375,0.002652519893899204,168374    173598    87622
376,0.010610079575596816,121218    12705    128845    134246    142636    146777    181663    42173    51878    54357    64377    9174
377,0.0008841732979664014,20070
378,0.0008841732979664014,192166
379,0.0008841732979664014,117163
380,0.004420866489832007,124678    135488    56363    82145    97648
381,0.0008841732979664014,147181
382,0.0017683465959328027,159027    49021
383,0.0017683465959328027,105398    142431
384,0.0008841732979664014,72421
385,0.0008841732979664014,21848
386,0.0008841732979664014,177559
387,0.002652519893899204,103024    155395    187653
388,0.002652519893899204,162313    25408    40103
389,0.0017683465959328027,133637    142609
390,0.0035366931918656055,128261    147988    84355    93833
391,0.0008841732979664014,94391
392,0.0008841732979664014,36793
393,0.030061892130857647,100529    101651    102748    103750    105031    107362    127707    128993    133824    138737    150028    151022    15260    165914    167720    173843    176136    190099    22611    22901    29577    29585    29828    45983    49409    59935    68067    68272    7490    87002    91619    9591    9736    99308
394,0.0017683465959328027,146571    156507
395,0.005305039787798408,156727    182970    39783    62344    63060    76599
396,0.002652519893899204,129296    160553    81797
397,0.0035366931918656055,10120    111674    119184    190449
398,0.0,
399,0.0008841732979664014,71823
400,0.0008841732979664014,116118
401,0.0035366931918656055,128173    158180    159572    58401
402,0.004420866489832007,139707    151148    153758    163766    27008
403,0.0,
404,0.0008841732979664014,131474
405,0.0017683465959328027,163097    172243
406,0.0008841732979664014,83844
407,0.002652519893899204,154531    62157    68194
408,0.004420866489832007,142290    34558    49120    55337    59494
409,0.010610079575596816,102385    142760    146293    155745    159487    159528    159673    165661    167229    53371    5435    87622
410,0.007073386383731211,105845    128403    130530    173828    39535    94272    94349    94455
411,0.03713527851458886,10329    105697    106489    116420    118844    121258    130186    130530    135407    141136    141560    145627    156496    157554    160641    161226    163097    16339    164855    178213    19285    22679    27935    30525    30565    31108    32912    35078    3552    39221    45105    64117    66788    72904    7985    81092    89818    9012    91185    96503    96719    98732
412,0.0017683465959328027,164255    2109
413,0.0008841732979664014,9591
414,0.002652519893899204,142224    179719    34509
415,0.0008841732979664014,136650
416,0.0035366931918656055,59735    71317    86716    95754
417,0.009725906277630416,105031    121041    129924    143737    191417    27315    39457    41618    44118    86636    90761
418,0.0008841732979664014,107273
419,0.0017683465959328027,122776    153514
420,0.0017683465959328027,127313    61526
421,0.0017683465959328027,12444    74673
422,0.002652519893899204,121801    86350    93683
423,0.0035366931918656055,121004    164255    46440    83446
424,0.0008841732979664014,91185
425,0.004420866489832007,152277    161789    31368    69851    72864
426,0.007957559681697613,111959    132240    24083    59001    64377    69929    75652    78625    94828
427,0.0008841732979664014,147170
428,0.020335985853227233,10329    119468    120215    133537    133824    140496    14182    160868    165090    18463    185678    188663    23718    30200    3552    57356    60557    71983    73807    82145    87077    94455    98287
429,0.002652519893899204,118141    49300    68272
430,0.03183023872679045,102181    107387    113047    121840    128403    13243    134349    146285    148635    151148    152634    155891    156021    165914    173642    173828    173843    176172    181663    181787    182940    18383    185833    190004    22901    33118    33161    4043    42068    55072    74673    86393    94272    94391    94954    96901
431,0.0017683465959328027,116368    182312
432,0.09018567639257294,100525    101998    105523    106195    106515    107655    110782    112878    113007    114781    117301    118521    119388    119831    120981    121801    123412    124773    125275    127248    129264    130071    130721    134229    136762    139404    139707    14056    142290    144020    146437    146500    147181    147282    148306    149098    150086    151148    154167    155891    156332    156673    156750    157677    160043    163766    167467    168283    168767    169223    170833    173345    174102    175698    176287    176696    182141    182901    183977    186042    188243    188778    190501    19155    191838    19246    21803    21861    23795    24804    27008    35781    36512    37194    39282    45765    51729    52959    54357    55141    56360    58215    61393    64771    65806    67995    68694    69127    69959    73807    77428    80097    80818    82077    87543    8854    89991    91500    95530    96731    97702    97850
433,0.0008841732979664014,158656
434,0.0008841732979664014,100894
435,0.0017683465959328027,14933    37103
436,0.005305039787798408,123846    134740    68694    91500    93223    98287
437,0.0017683465959328027,123405    24804
438,0.0008841732979664014,9280
439,0.002652519893899204,18299    48352    75410
440,0.0017683465959328027,179834    190004
441,0.007073386383731211,101122    127313    137551    149061    173700    90761    97648    98259
442,0.0008841732979664014,29386
443,0.004420866489832007,124773    128000    175135    177204    72421
444,0.0,
445,0.004420866489832007,103608    165092    167435    184447    21848
446,0.0017683465959328027,119020    170833
447,0.0008841732979664014,54918
448,0.008841732979664015,141227    142431    15827    186744    30192    33175    57725    61526    63618    76687
449,0.0,
450,0.015030946065428824,101122    104727    126886    156496    157565    161789    168722    185406    189250    45252    51034    51873    58459    59935    69891    80179    96503
451,0.0008841732979664014,110782
452,0.002652519893899204,124321    176019    42840
453,0.0035366931918656055,134815    24428    36734    90354
454,0.0008841732979664014,122995
455,0.0017683465959328027,127707    90863
456,0.0035366931918656055,11284    19870    57725    78576
457,0.0008841732979664014,156578
458,0.002652519893899204,108789    89818    96901
459,0.0,
460,0.0008841732979664014,7985
461,0.0017683465959328027,105523    118844
462,0.0008841732979664014,182447
463,0.0017683465959328027,34334    36793
464,0.0017683465959328027,23375    8940
465,0.0008841732979664014,42173
466,0.014146772767462422,118018    136961    138510    142636    146571    156578    163639    166331    185502    19227    24223    27083    58215    62344    76687    8854
467,0.0008841732979664014,32912
468,0.0008841732979664014,96319
469,0.004420866489832007,18855    190224    190233    20506    33118
470,0.02475685234305924,103276    109251    116368    126531    131294    134842    135140    138387    143088    151542    15260    163273    163313    166833    167720    177798    18103    185077    189585    191223    191838    2109    25683    25695    59180    78155    87692    94954
471,0.020335985853227233,112611    116154    119141    120833    130721    140461    14182    142431    14933    159027    177369    190315    29386    33175    42185    45932    47837    48588    50705    71983    75652    86254    93536
